cpt_code,cpt_name
89330,"CHG EVALUATION, CERVICAL MUCUS"
89331,CHG RETROGRADE EJACULATION ANALYSIS
89335,CRYOPR REP TISSUE TESTICULAR
89337,CHG CRYOPRESERVATION MATURE OOCYTE(S)
89342,EMBRYO STORAGE
89343,PR CHG STORAGE/YEAR; SPERM/SEMEN
89344,PR CHG STORAGE/YEAR; REPROD TISSUE
89346,PR CHG STORAGE/YEAR; OOCYTE
89350,SPUTUM SPECIMEN COLLECTION
89352,EMBRYO THAW
89353,PR CHG THAWING CRYOPRESRVED; SPERM
89354,CHG THAW CRYOPRSVRD; REPROD TISS
89355,EXAM FECES FOR STARCH
89356,PR CHG THAWING CRYOPRESRVED; OOCYTE
89360,COLLECT SWEAT FOR TEST
89365,WATER LOAD TEST
89398,HB STRICT CRIT SPERM MORPH
89399,PATHOLOGY LAB PROCEDURE
90000,"CULTURE & GRAM STAIN, WOUND"
90001,CHEST 1 VIEW DT
9001F,PR AORTIC ANEURYSM<5CM MAX DIAM CENTERLINE/AXIAL CT
9002F,PR AORTIC ANEURYSM 5-5.4CM MAX DIAM CTRLN/AXIAL CT
9003F,PR AORTIC ARYSM 5.5-5.9CM MAX DIAM CTRLN/AXIAL CT
9004F,PR AORTIC ANEURYSM 6/> CM MAX DIAM CTRLN/AXIAL CT
9005F,PR ASYMPT CAROT STEN NO ISCHEM/STRK CAROT/VRTBROBAS
9006F,PR SYMPT CAROT STENOS IPSIL CAROT TIA/STRK<120DAYS
9007F,PR OTHER CAROTID STENT IPSIL TIA/STRK 120 DAYS/>
90081,PR EXECUTIVE EXAM
90281,IMMUNE GLOBULIN (HUMAN) IM
90283,IMMUNE GLOBULIN IVIG (HUMAN) IV
90284,IMMUNE GLOBULIN (HUMAN) SC
90287,BOTULINUM ANTITOXIN (EQUINE) ANY ROUTE
90288,BOTULISM IG (HUMAN) IV
90291,CYTOMEGALOVIRUS IG (HUMAN) IV
90293,HERPES SIMPLEX VIRUS 1 & 2 IGM ANTIBODIES
90296,DIPHTHERIA ANTITOXIN (EQUINE) ANY ROUTE
90371,HEP B IG (HUMAN) IM
90375,"PR RABIES IG, IM/SUBCUT"
90376,"PR RABIES IG, HEAT TREATED"
90377,PR RABIES IG HEAT&SOLVENT/DETERGENT HUMAN IM&/SUBQ
90378,PR CHG RESPIRATORY SYNCYTIAL VIRUS IG IM 50 MG EA
90379,"PR RSV IG, IV"
90384,"PR RH IG, FULL-DOSE, IM"
90385,"PR RH IG, MINIDOSE, IM"
90386,"PR RH IG, IV"
90389,"PR TETANUS IG, IM"
90393,"PR VACCINA IG, IM"
90396,"PR VARICELLA-ZOSTER IG, IM"
90399,PR IMMUNE GLOBULIN
90460,"ADMIN VAC (< 18YR W EDU) 1ST-COMPONENT, ANY ROUTE"
90461,"ADMIN VAC (< 18YR W EDU) ADD-COMPONENT, ANY ROUTE"
90465,IMADM <8YR PHYS CNSL1ST NJX PR D
90466,IMADM <8YR PHYS CNSL EA NJX PR D
90467,IMADM <8YR INTRANSL/ORAL PHYS CNSL 1ST PR D
90468,IMADM <8YR INTRANSL/ORAL PHYS CNSL EA PR D
90470,"PR IMMUNIZ ADMIN, IM/INTRANASAL, W COUNSEL, H1N1"
90471,"ADMIN VAC (ADULT) 1ST PRODUCT, INJ"
90472,"ADMIN VAC (ADULT) ADD PRODUCT, INJ"
90473,"ADMIN VAC (ADULT) 1ST PROD, NASAL/ORAL"
90474,"ADMIN VAC (ADULT) ADD PROD, NASAL/ORAL"
90476,"ADENOVIRUS TYPE 4 VACCINE, PO (LIVE)"
90477,"ADENOVIRUS TYPE 7 VACCINE, PO (LIVE)"
90573,HC GVL 1 STAT
90574,HC GVL 2 STAT
90581,"ANTHRAX VACCINE, SC"
90585,BCG (FOR TB) VAC (LIVE) PERCUT DISC
90586,BCG (BLADDER CA) VAC (LIVE) INTRAVESICAL
90587,PR DENGUE VACC QUAD LIVE 3 DOSE SCHEDULE SUBQ USE
90619,PR MENACWY-TT CONJ VACC SEROGROUPS ACWY FOR IM USE
90620,HB MENB-4C VACC 2 DOSE IM
90621,PR MENB-FHBP RECOMBNT LIPOPROTEIN VACC 2/3 DOSE IM
90625,PR CHOLERA VACCINE ADULT 1 DOSE LIVE FOR ORAL USE
90630,PR INFLUENZA VACC IIV4 SPLIT VIRUS PRSRV FREE ID
90632,PR HEPA VACCINE ADULT DOSE FOR INTRAMUSCULAR USE
90633,PR HEPA VACCINE 2 DOSE SCHEDULE PED/ADOLESC IM USE
90634,PR HEPA VACCINE 3 DOSE SCHEDULE PED/ADOLESC IM USE
90636,HEP A/HEP B VACCINE (ADULT) IM
90644,PR HIB-MENCY VACC 4 DOSE SCHED 6 WKS-18 MONTHS IM
90645,HIB VACCINE (HBOC CONG) 4-DOSE IM
90646,HIB VACCINE (PRP-D CONG) BOOSTER IM
90647,PR HIB PRP-OMP VACCINE 3 DOSE SCHEDULE IM USE
90648,PR HIB PRP-T VACCINE 4 DOSE SCHEDULE IM USE
90649,PR 4VHPV VACCINE 3 DOSE SCHEDULE FOR IM USE
90650,PR 2VHPV VACCINE 3 DOSE SCHEDULE FOR IM USE
90651,HB 9VHPV VACC 2/3 DOSE SCHED IM USE
90653,PR IIV ADJUVANTED VACCINE FOR INTRAMUSCULAR USE
90654,FLU VAC (PF-TRIVAL) ID
90655,PR IIV3 VACC PRESRV FREE 0.25 ML DOSAGE IM USE
90656,PR IIV3 VACC PRESERVATIVE FREE 0.5 ML DOSAGE IM USE
90657,PR IIV3 VACCINE SPLIT VIRUS 0.25 ML DOSAGE IM USE
90658,PR IIV3 VACCINE SPLIT VIRUS 0.5 ML DOSAGE IM USE
90659,FLU VAC (WHOLE) IM
90660,PR LAIV3 VACCINE LIVE FOR INTRANASAL USE
90661,PR CCIIV3 VACCINE PRESERVATIVE FREE 0.5 ML IM USE
90662,HB IIV NO PRSV INCREASED AG IM
90663,H1N1 FLU VAC (PANDEMIC) INJ
90664,PR LAIV VACCINE PANDEMIC FORMULA FOR INTRANASAL USE
90665,LYME DISEASE VACCINE ADULT DOSAGE IM
90666,PR INFLUENZA VACCINE PANDEMIC SPLT PRSRV FREE IM
90667,PR IIV VACCINE PANDEMIC ADJUVANT FOR IM USE
90668,PR IIV VACCINE PANDEMIC FOR INTRAMUSCULAR USE
90669,PNEUMOCOCCAL (7-VAL) VAC (PED) IM
90670,"HB PNEUMOCOCCAL VACCINE, 13 VALENT, INTRAMUSCULAR"
90672,PR LAIV4 VACCINE FOR INTRANASAL USE
90673,PR RIV3 VACCINE PRESERVATIVE FREE FOR IM USE
90674,PR CCIIV4 VACCINE PRESERVATIVE FREE 0.5 ML IM USE
90675,"PR RABIES VACCINE, IM"
90676,"PR RABIES VACCINE, ID"
90680,PR RV5 VACCINE 3 DOSE SCHEDULE LIVE FOR ORAL USE
90681,PR RV1 VACCINE 2 DOSE SCHEDULE LIVE FOR ORAL USE
90682,PR RIV4 VACC RECOMBINANT DNA PRSRV ANTIBIO FREE IM
90685,PR IIV4 VACC PRSRV FREE 0.25 ML DOS FOR IM USE
90686,"HB INFLUENZA VACCINE, QUADRIVALENT IIV4 INTRAMUSCULAR, 0.5 ML"
90687,PR IIV4 VACC SPLIT VIRUS 0.25 ML DOS FOR IM USE
90688,PR IIV4 VACC SPLIT VIRUS 0.5 ML DOS FOR IM USE
90689,PR IIV4 VACC INACTIVATED PRSRV FR 0.25ML DOS IM USE
90690,"PR TYPHOID VACCINE, ORAL"
90691,"PR TYPHOID VACCINE, IM"
90692,"PR TYPHOID VACCINE, H-P, SUB-Q/ID"
90693,"PR TYPHOID VACCINE, AKD, SUB-Q"
90694,PR AIIV4 VACC INACTIVATED PRSRV FR 0.5ML DOS IM USE
90696,PR DTAP-IPV VACCINE CHILD 4-6 YRS FOR IM USE
90697,PR DTAP-IPV-HIB-HEPB VACCINE INTRAMUSCULAR
90698,PR DTAP-IPV/HIB VACCINE FOR INTRAMUSCULAR USE
90700,DTAP VACCINE (PED < 7YR) IM
90701,"DTP VACCINE, IM"
90702,PR DT VACCINE YOUNGER THAN 7 YRS FOR IM USE
90703,PR TETANUS TOXOID ADSORBED INTRAMUSCULAR
90704,MUMPS VACCINE (LIVE) SC
90705,MEASLES VACCINE (LIVE) SC
90706,"PR RUBELLA IMMUNIZATION, SUBCUT"
90707,MMR VACCINE (LIVE) SC
90708,"MEASLES-RUBELLA VACCINE, SC"
90709,"RUBELLA & MUMPS VACCINE, SC"
90710,MMR-V VACCINE (LIVE) SC
90711,DTP-POLIOMYELITIS IMMUNIZATION
90712,"POLIO IMMUNIZATION, ORAL"
90713,POLIOVIRUS (IPV-INACT) SC
90714,PR TD VACCINE PRSRV FREE 7 YRS OR OLDER FOR IM USE
90715,PR TDAP VACCINE 7 YR + IM
90716,PR VAR VACCINE LIVE FOR SUBCUTANEOUS USE
90717,"PR YELLOW FEVER IMMUNIZATN,LIVE,SUB-Q"
90718,PR TETANUS & DIPHTHERIA TOXOIDS ADSORBED 7 YR + IM
90719,"DIPHTHERIA VACCINE, IM"
90720,"DTP-HIB VACCINE, IM"
90721,"DTAP-HIB VACCINE, IM"
90723,DTAP-HEP B-IPV VACCINE (INACT) IM
90724,INFLUENZA IMMUNIZATION
90725,"CHOLERA VACCINE, INJ"
90726,RABIES IMMUNIZATION
90727,"PLAGUE VACCINE, IM"
90728,BCG IMMUNIZATION
90730,HEPATITIS A IMMUNIZATION
90732,PR PPSV23 VACCINE 2 YRS OR OLDER FOR SUBQ/IM USE
90733,PR MPSV4 VACCINE GROUPS ACYW-135 SUBQ USE
90734,PR MCV4/MENACWY CONJ VACC GRPS ACYW-135 IM USE
90735,"ENCEPHALITIS VACCINE, SC"
90736,PR ZOSTER VACCINE HZV LIVE FOR SUBCUTANEOUS USE
90737,INFLUENZA B IMMUNIZATION
90738,"ENCEPHALITIS (INACT) VACCINE, IM"
90739,HB HEPB VACCINE ADULT 2 DOSE SCHEDULE FOR IM USE
90740,PR HEPB VACCINE DIALYSIS/IMMUNSUP PAT 3 DOSE IM
90741,IMMUNE GLOBULIN IMMUNIZATION
90742,HYPERIMMUNE GLOBULIN IM
90743,PR HEPB VACCINE ADOLESCENT 2 DOSE SCHEDULE IM
90744,PR HEPB VACCINE PED/ADOLESC 3 DOSE SCHEDULE IM
90745,"HEPATITIS B IMMUNIZATION, 11-19 YRS"
90746,PR HEPB VACCINE ADULT 3 DOSE SCHEDULE FOR IM USE
90747,PR HEPB VACCINE DIALYSIS/IMMUNSUP PAT 4 DOSE IM
90748,PR HIB-HEPB VACCINE FOR INTRAMUSCULAR USE
90749,PR UNLISTED VACCINE/TOXOID
90750,PR HZV ZOSTER VACC RECOMBINANT ADJUVANTED IM NJX
90756,PR CCIIV4 VACCINE ANTIBIOTIC FREE 0.5 ML DOS IM USE
90760,"HYDRATION IV INFUSION, INIT"
90761,"HYDRATE IV INFUSION, ADD-ON"
90765,"PR IV INFUSION, THER/PROPH/DIAG, 1ST HOUR"
90766,"PR IV INFUSION, THER/PROPH/DIAG, EA ADD HOUR"
90767,"PR IV INFUSE, THER/PROPH/DIAG, ADDL SEQ INF, 1ST HR"
90768,"PR IV INFUSION,THER/PROPH/DIAG, CONCURRENT INF"
90769,W1-WELL WOMAN EXAM
90770,"SC THER INFUSION, ADDL HR"
90771,"SC THER INFUSION, RESET PUMP"
90772,"PR THER/PROPH/DIAG INJECTION, SUBCUT/IM"
90773,"PR THER/PROPH/DIAG INJECTION, INTRARTERIAL"
90774,"PR THER/PROPH/DIAG INJECTION, IV PUSH, SINGLE"
90775,"PR THER/PROPH/DIAG INJECTION, IV PUSH, EA ADD SUB"
90776,TX/PRO/DX INJ SAME DRUG ADON
90779,PR UNLISTED THER/PROP/DIAG INJECTION/INFUSION PROC
90780,IV INF:PAMIDRONATE 30MG IV OVER 2HRS Q3MON
90781,"IV INFUSION, ADDITIONAL HOUR"
90782,"INJECTION, IM/SUBQ THERAPEUTIC"
90783,"INJECTION, IA"
90784,"INJECTION, IV"
90785,HB CDH PSYTX COMPLEX INTERACTIVE
90788,"INJECTION, IM, ANTIBIOTIC"
90791,HB CDH M/H ADOLES EVAL
90792,HB PSYCH DIAG EVAL W/MED SRVCS
90799,"PR INJECTION, UNLISTED PROCEDURE"
90801,PR PSYC DX INTERVIEW XM
90802,INTAC PSY DX INTERVIEW
90804,IPI-OB-M/S OFFICE 20-30 MIN
90805,PR IPI-OB-M/S OFFICE 20-30 MIN MEDICAL E/M
90806,PR IPI-OB-M/S OFFICE 45-50 MIN
90807,PR IPI-OB-M/S OFFICE 45-50 MIN MEDICAL E/M
90808,PR IPI-OB-M/S OFFICE 75-80 MIN
90809,PR IPI-OB-M/S OFFICE 75-80 MIN MEDICAL E/M
90810,"INTAC PSYTX, OFF, 20-30 MIN"
90811,"INTAC PSYTX, 20-30, W/E&M"
90812,"INTAC PSYTX, OFF, 45-50 MIN"
90813,"INTAC PSYTX, 45-50 MIN W/E&M"
90814,"INTAC PSYTX, OFF, 75-80 MIN"
90815,"INTAC PSYTX, 75-80 W/E&M"
90816,"PR PSYCHOTHERAPY, HOSP (20-30)"
90817,"PR PSYCHOTHERAPY, HOSP (20-30) W/E&M"
90818,"PR PSYCHOTHERAPY, HOSP (45-50)"
90819,"PR PSYCHOTHERAPY, HOSP (45-50) W/E&M"
90820,"PSYCH DIAGNOSTIC EXAM, INTERACTIVE"
90821,"PR PSYCHOTHERAPY, HOSP (75-80)"
90822,"PR PSYCHOTHERAPY, HOSP (75-80) W/E&M"
90823,"INTAC PSYTX, HOSP, 20-30 MIN"
90824,"INTAC PSYTX, HSP 20-30 W/E&M"
90825,PSYCH EVALUATION OF TESTS/RECORDS
90826,"INTAC PSYTX, HOSP, 45-50 MIN"
90827,"INTAC PSYTX, HSP 45-50 W/E&M"
90828,"INTAC PSYTX, HOSP, 75-80 MIN"
90829,"INTAC PSYTX, HSP 75-80 W/E&M"
90832,HCPF PSYCHOTHERAPY PATIENT &/ FAMILY 30 MINUTES
90833,HCPF PSYCHOTHERAPY PT&/FAMILY W/E&M SRVCS 30 MIN
90834,HB CDH M/H OP COUNSELING IND- 45 MIN
90835,NARCOANALYSIS
90836,HCPF PSYCHOTHERAPY PT&/FAMILY W/E&M SRVCS 45 MIN
90837,HB CDH M/H OP COUNSELING IND- 60 MIN
90838,HB PSYTX PT&/FAM W/E&M 60 MIN
90839,HCPF PSYCHOTHERAPY FOR CRISIS INITIAL 60 MINUTES
90840,HB - CRISIS INDIVIDUAL THERAPY EACH ADDITIONAL 30 MINUTES
90841,"PSYCHOTHERAPY, INDIVIDUAL"
90842,"PSYCHOTHERAPY, INDIV, 75-80 MIN"
90843,"PSYCHOTHERAPY, INDIV, 20-30 MIN"
90844,"PSYCHOTHERAPY, INDIV, 45-50 MIN"
90845,PR PSYCHOANALYSIS
90846,PR FAMILY PSYCHOTHERAPY W/O PATIENT PRESENT 50 MINS
90847,PR FAMILY PSYCHOTHERAPY W/PATIENT PRESENT 50 MINS
90849,MULTIPLE FAMILY GROUP PSYTX
90853,GROUP PSYCHOTHERAPY
90855,"INTERACTIVE PSYCHOTHERAPY, INDIV"
90857,INTAC GROUP PSYTX
90862,MEDICATION MANAGEMENT
90863,PR PHARMACOLOGIC MANAGEMENT W/PSYCHOTHERAPY
90865,NARCOSYNTHESIS
90867,HC TMS THERAPY PLAN/PP
90868,HB TCRANIAL MAGN STIM TX DELI
90869,PR REPET TMS TX SUBSEQ MOTR THRESHLD W/DELIV & MNGT
90870,ELECTROCONVULSIVE THERAPY
90871,ELECTROCONVULSIVE THERAPY
90875,PR INDIV PSYCHOPHYS BIOFEED TRAIN W/PSYTX 30 MIN
90876,PR INDIV PSYCHOPHYS BIOFEED TRAIN W/PSYTX 45 MIN
90880,HYPNOTHERAPY
90882,ENVIRONMENTAL MANIPULATION
90885,PR PSYCHIATRIC EVALUATION OF RECORDS
90887,"INTERPRETATION OF RESULTS, FEEDBACK"
90889,PR PREP REPORT PT PSYCH STATUS AGENCY/PAYER
90899,PR PSYCHIATRIC SERVICE/THERAPY
90900,"BIOFEEDBACK, ELECTROMYOGRAM"
90901,"BIOFEEDBACK TRAIN, ANY METH"
90902,"BIOFEEDBACK, NERVE IMPULSE"
90904,"BIOFEEDBACK, BLOOD PRESSURE"
90906,"BIOFEEDBACK, BLOOD FLOW"
90908,"BIOFEEDBACK, BRAIN WAVES"
90910,"BIOFEEDBACK, OCULOGRAM"
90911,BIOFEEDBACK PERI/URO/RECTAL
90912,PR BFB TRAING W/EMG &/MANOMETRY 1ST 15 MIN CNTCT
90913,PR BFB TRAING W/EMG&/MANOMETRY EA ADDL 15 MIN CNTCT
90915,"BIOFEEDBACK, OTHER TYPE"
90918,"ESRD RELATED SERV,MONTH,<2 Y/O"
90919,"ESRD RELATED SERV,MONTH,2-11 Y/O"
90920,"ESRD RELATED SERV,MONTH,12-19 Y/O"
90921,"ESRD RELATED SERV,MONTH,20+ Y/O"
90922,"ESRD RELATED SERV,DAY,<2 Y/O"
90923,"ESRD RELATED SERV,DAY,2-11 Y/O"
90924,"ESRD RELATED SERV,DAY,12-19 Y/O"
90925,"ESRD RELATED SERVICES, DAY"
90935,"HEMODIALYSIS, ONE EVALUATION"
90937,"HEMODIALYSIS, REPEATED EVAL"
90939,"HEMODIALYSIS STUDY, TRANSCUT"
90940,HEMO ACCESS FLO STD
90945,"DIALYSIS, ONE EVALUATION"
90947,"DIALYSIS, REPEATED EVAL"
90951,"ESRD SERV, 4 VISITS P MO, <2"
90952,"ESRD SERV, 2-3 VSTS P MO, <2"
90953,"ESRD SERV, 1 VISIT P MO, <2"
90954,"ESRD SERV, 4 VSTS P MO, 2-11"
90955,"ESRD SRV 2-3 VSTS P MO, 2-11"
90956,"ESRD SRV, 1 VISIT P MO, 2-11"
90957,"ESRD SRV, 4 VSTS P MO, 12-19"
90958,ESRD SRV 2-3 VSTS P MO 12-19
90959,"ESRD SERV, 1 VST P MO, 12-19"
90960,"ESRD SRV, 4 VISITS P MO, 20+"
90961,"ESRD SRV, 2-3 VSTS P MO, 20+"
90962,"ESRD SERV, 1 VISIT P MO, 20+"
90963,"ESRD HOME PT, SERV P MO, <2"
90964,"ESRD HOME PT SERV P MO, 2-11"
90965,ESRD HOME PT SERV P MO 12-19
90966,"ESRD HOME PT, SERV P MO, 20+"
90967,"ESRD HOME PT SERV P DAY, <2"
90968,"ESRD HOME PT SRV P DAY, 2-11"
90969,ESRD HOME PT SRV P DAY 12-19
90970,"ESRD HOME PT SERV P DAY, 20+"
90989,"DIALYSIS TRAINING, COMPLETE"
90993,"DIALYSIS TRAINING, INCOMPL"
90997,HEMOPERFUSION
90999,DIALYSIS PROCEDURE
91000,ESOPHAGEAL INTUBATION
91010,ESOPHAGUS MOTILITY STUDY
91011,ESOPHAGUS MOTILITY STUDY
91012,ESOPHAGUS MOTILITY STUDY
91013,Esophageal motility std w/iandr stim/perfusion
91020,GASTRIC MOTILITY
91022,DUODENAL MOTILITY STUDY
91030,ACID PERFUSION OF ESOPHAGUS BERNSTEIN TEST
91032,"ESOPHAGUS, ACID REFLUX TEST"
91033,PROLONGED ACID REFLUX TEST
91034,ESOPH. ACID REFLUX TEST-PH CATHETER
91035,G-ESOPH REFLX TST W/MUCOSAL PH ELECTRODE
91037,ESOPH IMPED FUNCTION TEST
91038,ESOPH IMPED FUNCT TEST > 1H
91040,PR ESOPHGL BALO DISTENSION DX STD W/PROVOCATION
91052,GASTRIC ANALYSIS TEST
91055,GASTRIC INTUBATION FOR SMEAR
91060,GASTRIC SALINE LOAD TEST
91065,BREATH HYDROGEN TEST
91100,PASS INTESTINE BLEEDING TUBE
91105,GASTRIC INTUBATION TREATMENT
91110,GI TRACT CAPSULE ENDOSCOPY INTERPRET/REPORT
91111,ESOPHAGEAL CAPSULE ENDOSCOPY
91112,HB GI WIRELESS CAPSULE MEASURE W/ INTERP
91117,COLON MOTILITY 6 HR STUDY
91120,"PR RECTAL SENSATION TEST, BALLOON"
91122,ANAL PRESSURE RECORD
91123,IRRIGATE FECAL IMPACTION
91132,ELECTROGASTROGRAPHY
91133,ELECTROGASTROGRAPHY W/TEST
91200,HB LIVER ELASTOGRAPHY W/O IMAG W/I&R
91299,24 HOUR PH PROBE REMOVAL
91300,HB SARSCOV2 VAC 30MCG/0.3ML IM PFIZER
91301,HB SARSCOV2 VAC 100MCG/0.5ML IM MODERNA
91302,HB SARSCOV2 VAC 5X1010VP/.5MLIM ASTRAZENECA
91303,HB SARSCOV2 VACCINE AD26 5X1010 VP/0.5ML IM USE JOHNSON AND JOHNSON (JANSSEN)
92002,"EYE EXAM, NEW PATIENT"
92004,"EYE EXAM, NEW PATIENT"
92012,EYE EXAM ESTABLISHED PAT
92014,EYE EXAM & TREATMENT
92015,PR REFRACTION
92018,NEW EYE EXAM & TREATMENT
92019,EYE EXAM & TREATMENT
92020,"PR SPECIAL EYE EVAL,GONISCOPY"
92025,PENTACAM CORNEAL TOPOGRAPHY
92060,"PR SPECIAL EYE EVAL,SENSORIMOTOR"
92065,ORTHOPTIC/PLEOPTIC TRAINING
92070,FITTING OF CONTACT LENS
92071,FIT CONTACT LENS TX OCULAR SURFACE DISEASE
92072,FITTING CONTACT LENS FOR MNGT OF KERATOCONUS
92081,"PR VISUAL FIELD EXAM,LIMITED"
92082,"PR VISUAL FIELD EXAM,INTERMED"
92083,"PR VISUAL FIELD EXAM,EXTENDED"
92100,PR SERIAL TONOMETRY EXAM(S)
92120,PR TONOGRAPHY & EYE EVALUATION
92130,PR WATER PROVOCATION TONOGRAPHY
92132,CMPTR OPHTH DX IMG ANT SEGMT
92133,OCT OPTIC NERVE/RETINAL NERVE FIBER LAYER
92134,OCT RETINA
92135,"OCT, OPHTHALMIC DX IMAGING"
92136,OPHTHALMIC BIOMETRY
92140,GLAUCOMA PROVOCATIVE TESTS
92145,Cornea hysteresis determin impulse stimj uni/bi
92201,PR OPSCPY EXTND RTA DRAWING & SCL DEPRSN I&R UNI/BI
92202,PR OPSCPY EXTND OPTIC NRV/MACULA DRAWING I&R UNI/BI
92225,"PR SPECIAL EYE EXAM, INITIAL"
92226,"PR SPECIAL EYE EXAM, SUBSEQUENT"
92227,PR IMG RETINA DETCJ/MNTR DS REM CLIN STAFF UNI/BI
92228,PR IMG RETINA DETCJ/MNTR DS REM PHYS/QHP I&R UNI/BI
92229,PR IMG RETINA DETCJ/MNTR DS POC AUTO A/R UNI/BI
92230,EYE EXAM WITH PHOTOS
92235,PR FLUORESCEIN ANGRPH W/MULTIFRAME I&R UNI/BI
92240,PR INDOCYANINE-GREEN ANGRPH W/MULTIFRAME I&R UNI/BI
92242,PR FLUORESCEIN ICG ANGRPH W/MULTIFRAME I&R UNI/BI
92250,"FUNDUS PHOTO, EYE EXAM WITH PHOTOS"
92260,Ophthalmodynamometry; (-RT Right side of body)
92265,EYE MUSCLE EVALUATION
92270,ELECTRO-OCULOGRAPHY
92273,PR FULL FIELD ELECTRORETINOGRAPHY W/I&R
92274,PR MULTIFOCAL ELECTRORETINOGRAPHY W/I&R
92275,ELECTRORETINOGRAPHY
92283,COLOR VISION EXAMINATION
92284,DARK ADAPTATION EYE EXAM
92285,PR EYE PHOTOGRAPHY
92286,PR ANT SGM IMAGING W/MICROSCOPY ENDOTHELIAL ANALY
92287,INTERNAL EYE PHOTOGRAPHY
92310,CONTACT LENS FITTING
92311,CONTACT LENS FITTING
92312,CONTACT LENS FITTING
92313,CONTACT LENS FITTING
92314,"PR SCRIPT CONTACT LENS,BILAT"
92315,"PR SCRIPT CONTACT LENS,APHAKIA UNILAT"
92316,"PR SCRIPT CONTACT LENS,APHAKIA BILAT"
92317,"PR SCRIPT CONTACT LENS,CORNEOSCLERAL"
92325,MODIFICATION OF CONTACT LENS
92326,PR REPLACEMENT OF CONTACT LENS
92330,FITTING OF ARTIFICIAL EYE
92335,FITTING OF ARTIFICIAL EYE
92340,FITTING OF SPECTACLES
92341,FITTING OF SPECTACLES
92342,FITTING OF SPECTACLES
92352,"PR FIT GLASSES PROSTH APHAKIA,MONO"
92353,"PR FIT GLASSES PROSTH APHAKIA,MULTIFOC"
92354,"PR FIT GLASSES LOW VISN AID,SINGLE"
92355,"PR FIT GLASSES LOW VISN AID,CMPD"
92358,EYE PROSTHESIS SERVICE
92370,PR REPAIR/ADJUST SPECTACLES
92371,"PR REPAIR/ADJUST SPECTACLES,APHAKIA"
92390,PR SUPPLY OF SPECTACLES
92391,PR SUPPLY OF CONTACT LENSES
92392,LOW VISION AID
92393,PR SUPPLY OF ARTIFICIAL EYE
92395,PR SUPPLY OF SPECTACLES
92396,PR SUPPLY OF CONTACT LENSES
92499,PR EYE SERVICE OR PROCEDURE
92502,EAR AND THROAT EXAMINATION
92504,EAR MICROSCOPY EXAMINATION
92506,HCHG SLP EVAL PEDS COMMUNICATION
92507,HCHG SLP PEDS INDIV TX COMMUNICATION
92508,HB - SPEECH/HEARING THERAPY (MOD GN)
92510,HCHG SLP AURAL REHAB POST COCHLEAR IMPLANT
92511,NASOPHARYNGOSCOPY
92512,NASAL FUNCTION STUDIES
92516,FACIAL NERVE FUNCTION TEST
92517,PR CERVICAL VEMP TESTING W/I&R
92518,PR OCULAR VEMP TESTING W/I&R
92519,PR CERVICAL & OCULAR VEMP TESTING W/I&R
92520,LARYNGEAL FUNCTION STUDIES
92521,HB - EVALUATION OF SPEECH FLUENCY (MOD GN)
92522,HB IDHFS EVALUATION OF SPEECH SOUND PRODUCTION 15 MIN              
92523,HB - EVALUATION SPEECH SOUND PRODUCTION WITH LANGUAGE COMPREHENSION (MOD GN)
92524,HB IDHFS BEHAVRAL QUALIT ANALYS VOICE 15 MIN                                   
92525,ORAL FUNCTION EVALUATION
92526,HCHG SLP TX SWALLOW DYS/ORAL FUNC FEEDING
92531,PR SPONTANEOUS NYSTAGMUS STUDY
92532,POSITIONAL NYSTAGMUS STUDY
92533,CALORIC VESTIBULAR TEST
92534,OPTOKINETIC NYSTAGMUS
92537,"HB CALORIC VESTIBULAR TEST W REC, BITHERM"
92538,"HB - CALORIC VESTIBULAR TEST W REC, BITHERM"
92540,BASIC VESTIBULAR EVALUATION
92541,PR SPONTANEOUS NYSTAGMUS TEST
92542,POSITIONAL NYSTAGMUS TEST
92543,CALORIC VESTIBULAR TEST
92544,"HB - OPTOKINETIC NYSTAGMUS TEST, WITH RECORDING (MOD 52)"
92545,"HB - OSCILLATING TRACKING TEST, WITH RECORDING"
92546,PR SINUSOIDAL ROTATIONAL TEST
92547,HB - SUPPLEMENTAL VERTICAL ELECTRODES; ADD-ON
92548,POSTUROGRAPHY
92549,PR CDP-SOT 6 CONDITIONS W/I&R W/MCT & ADT
92550,HB TYMPANOMETRY & REFLEX THRESH
92551,PR SCR TST PURE TONE AIR ONLY
92552,"PR PURE TONE AUDIOMETRY, AIR"
92553,"AUDIOMETRY, AIR & BONE"
92555,PR SPEECH THRESHOLD AUDIOMETRY
92556,"PR SPEECH AUDIOMETRY, COMPLETE"
92557,COMPREHENSIVE HEARING TEST
92558,EVOKED OTOACOUSTIC EMISSIONS SCREEN AUTO ANALYS
92559,GROUP AUDIOMETRIC TESTING
92560,"BEKESY AUDIOMETRY, SCREEN"
92561,"BEKESY AUDIOMETRY, DIAGNOSIS"
92562,LOUDNESS BALANCE TEST
92563,HB - TONE DECAY HEARING TEST
92564,HB - SHORT INCREMENT SENSITIVEITY INDEX (MOD GY)
92565,"PR STENGER TEST, PURE TONE"
92567,PR TYMPANOMETRY
92568,ACOUSTIC REFLEX TESTING 92568
92569,ACOUSTIC REFLEX DECAY TEST
92570,HB ACOUSTIC IMMITANCE TESTING
92571,FILTERED SPEECH HEARING TEST
92572,PR STAGGERED SPONDAIC WORD TEST
92573,LOMBARD TEST
